Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Price
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
Maruti DZIRE,2020,34361,Petrol,Manual,Second,713000
Renault Kwid,2018,87110,Petrol,Automatic,First,431000
Maruti Celerio,2019,46642,Petrol,Automatic,First,523000
Maruti SWIFT,2018,58680,Petrol,Manual,First,638350
TATA TIAGO,2018,97982,Petrol,Automatic,First,590000
Hyundai Verna,2020,31552,Petrol,Manual,Second,1025000
Hyundai Eon,2017,48844,Petrol,Manual,Second,319000
Hyundai Elite i20,2017,94531,Petrol,Manual,Second,607000
Maruti Alto K10,2017,86555,Petrol,Manual,First,352000
Maruti Ertiga,2018,74400,Diesel,Manual,Second,1001000
Maruti Alto,2010,47633,Petrol,Manual,Second,172000
Hyundai Elite i20,2016,76873,Petrol,Manual,First,526000
Honda City,2015,59852,Petrol,Manual,First,644000
Maruti Dzire,2019,12892,Petrol,Automatic,First,722000
Toyota URBAN CRUISER,2021,37224,Petrol,Automatic,First,1166000
Maruti Swift,2019,42954,Petrol,Manual,First,692000
Honda Amaze,2014,75336,Petrol,Manual,Second,392000
Maruti Alto,2019,36483,Petrol,Manual,First,385000
Hyundai Eon,2015,32713,Petrol,Manual,Second,309000
Toyota URBAN CRUISER,2021,21029,Petrol,Manual,First,1016000
